source,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating
city scrape,40.41353,-3.70715,Entire rental unit,Entire home/apt,8,3.0,4.0,230.0,3,180,4.86
city scrape,40.43812,-3.7108,Private room in rental unit,Private room,1,1.0,1.0,22.0,300,300,4.67
city scrape,40.424583,-3.703477,Entire rental unit,Entire home/apt,4,2.0,2.0,98.0,1,1124,4.23
city scrape,40.44117,-3.64841,Entire rental unit,Entire home/apt,4,2.0,3.0,97.0,1,20,4.91
city scrape,40.421505,-3.704962,Entire rental unit,Entire home/apt,4,1.0,2.0,110.0,1,1125,4.19
city scrape,40.42816,-3.7045,Entire rental unit,Entire home/apt,2,1.0,1.0,72.0,1,15,4.75
city scrape,40.42323,-3.70434,Entire rental unit,Entire home/apt,3,2.0,2.0,90.0,15,1124,4.92
previous scrape,40.4287,-3.6862,Private room in rental unit,Private room,2,1.0,2.0,57.0,3,60,4.84
city scrape,40.36148,-3.59824,Private room in rental unit,Private room,2,1.0,2.0,45.0,1,1125,4.78
city scrape,40.41412,-3.70057,Private room in rental unit,Private room,1,3.0,3.0,72.0,2,1125,5.0
city scrape,40.41055,-3.70656,Entire rental unit,Entire home/apt,2,1.0,1.0,61.0,3,1125,4.63
city scrape,40.40445,-3.7398,Private room in rental unit,Private room,1,1.0,1.0,31.0,4,40,4.79
city scrape,40.40842416579815,-3.705641127413188,Entire loft,Entire home/apt,2,1.0,1.0,60.0,15,180,4.57
city scrape,40.40296,-3.74469,Private room in rental unit,Private room,2,1.0,1.0,51.0,2,30,4.86
city scrape,40.42117,-3.71103,Entire rental unit,Entire home/apt,3,1.0,1.0,72.0,1,30,4.24
city scrape,40.40259,-3.6642,Private room in rental unit,Private room,1,1.0,1.0,25.0,5,1125,4.86
city scrape,40.42073,-3.70458,Entire rental unit,Entire home/apt,4,1.0,2.0,98.0,2,1125,4.77
city scrape,40.42324,-3.70649,Entire rental unit,Entire home/apt,2,1.0,2.0,163.0,4,180,0.0
city scrape,40.42929,-3.67663,Entire rental unit,Entire home/apt,4,1.0,2.0,96.0,5,1125,4.43
city scrape,40.41976,-3.70146,Entire serviced apartment,Entire home/apt,7,3.0,7.0,221.0,5,60,4.52
previous scrape,40.42204,-3.69989,Entire rental unit,Entire home/apt,2,1.0,1.0,139.0,365,365,4.0
city scrape,40.42171,-3.70564,Entire rental unit,Entire home/apt,4,1.0,1.0,93.0,2,1125,4.81
city scrape,40.40756,-3.70568,Private room in rental unit,Private room,1,1.0,1.0,35.0,4,16,4.79
city scrape,40.43778,-3.71294,Entire rental unit,Entire home/apt,4,2.0,3.0,180.0,1,1,4.6
city scrape,40.44544,-3.5861,Entire rental unit,Entire home/apt,2,1.0,1.0,76.0,4,1125,5.0
city scrape,40.4237,-3.70258,Entire rental unit,Entire home/apt,4,2.0,2.0,120.0,10,1125,4.83
city scrape,40.40948,-3.69958,Private room in rental unit,Private room,2,1.0,1.0,41.0,2,1125,4.75
city scrape,40.4243,-3.70442,Entire rental unit,Entire home/apt,6,2.0,5.0,179.0,4,200,4.29
city scrape,40.414452,-3.698227,Entire rental unit,Entire home/apt,2,1.0,1.0,129.0,5,65,4.65
city scrape,40.41976,-3.70146,Entire rental unit,Entire home/apt,6,2.0,6.0,147.0,5,60,4.56
city scrape,40.43454,-3.70036,Entire rental unit,Entire home/apt,1,1.0,1.0,33.0,160,1125,5.0
city scrape,40.41312,-3.7067,Entire rental unit,Entire home/apt,6,3.0,5.0,165.0,3,60,4.44
city scrape,40.4085,-3.69743,Entire rental unit,Entire home/apt,2,1.0,2.0,70.0,3,30,4.44
city scrape,40.42936,-3.7021,Entire rental unit,Entire home/apt,2,1.0,2.0,65.0,28,365,3.73
city scrape,40.42146,-3.69943,Entire rental unit,Entire home/apt,4,2.0,3.0,100.0,6,180,4.81
city scrape,40.43715,-3.71356,Private room in rental unit,Private room,2,1.0,1.0,88.0,1,1125,4.58
city scrape,40.42701,-3.69553,Entire condo,Entire home/apt,3,1.0,2.0,88.0,14,183,4.85
city scrape,40.34993,-3.70594,Entire rental unit,Entire home/apt,3,1.0,1.0,81.0,5,1125,4.97
city scrape,40.39978,-3.72213,Private room in rental unit,Private room,1,1.0,1.0,25.0,4,20,4.98
city scrape,40.41697,-3.67319,Private room in rental unit,Private room,2,1.0,1.0,40.0,2,30,4.8
city scrape,40.41511,-3.70804,Shared room in hostel,Shared room,1,1.0,10.0,28.0,1,1125,4.57
city scrape,40.41493,-3.70606,Shared room in hostel,Shared room,1,1.0,4.0,34.0,1,1125,4.33
city scrape,40.41476,-3.70828,Shared room in bed and breakfast,Shared room,4,1.0,4.0,31.0,1,1125,4.63
city scrape,40.41475,-3.70641,Shared room in hostel,Shared room,1,1.0,4.0,35.0,1,1125,5.0
city scrape,40.41534,-3.70778,Shared room in hostel,Shared room,1,1.0,6.0,32.0,2,1125,4.61
city scrape,40.41513,-3.70637,Shared room in hostel,Shared room,1,1.0,8.0,29.0,1,1125,4.68
city scrape,40.41333,-3.70668,Shared room in hostel,Shared room,1,1.0,8.0,28.0,1,1125,4.7
city scrape,40.42611,-3.69307,Entire rental unit,Entire home/apt,6,2.0,3.0,83.0,3,1125,4.82
city scrape,40.41031,-3.69438,Entire rental unit,Entire home/apt,2,1.0,2.0,36.0,60,360,4.5
city scrape,40.42195,-3.71018,Entire rental unit,Entire home/apt,4,1.0,1.0,100.0,1,365,4.54
city scrape,40.46526,-3.65829,Entire rental unit,Entire home/apt,5,3.0,5.0,145.0,6,1125,4.86
city scrape,40.42183,-3.71091,Entire rental unit,Entire home/apt,4,1.0,2.0,110.0,3,45,4.64
city scrape,40.42183,-3.71091,Entire rental unit,Entire home/apt,4,2.0,2.0,118.0,4,120,4.69
city scrape,40.41584,-3.70683,Entire serviced apartment,Entire home/apt,4,2.0,2.0,146.0,2,1000,4.9
city scrape,40.40366,-3.7059,Entire rental unit,Entire home/apt,5,2.0,3.0,100.0,3,30,4.8
city scrape,40.38953,-3.71413,Entire home,Entire home/apt,5,2.0,3.0,35.0,21,1125,4.76
city scrape,40.43122,-3.71432,Entire loft,Entire home/apt,2,1.0,1.0,66.0,5,1125,4.47
city scrape,40.40698,-3.67882,Entire rental unit,Entire home/apt,6,3.0,4.0,160.0,4,17,4.83
city scrape,40.4183,-3.70731,Entire rental unit,Entire home/apt,4,2.0,3.0,206.0,3,90,4.94
city scrape,40.41544,-3.70038,Entire rental unit,Entire home/apt,3,1.0,2.0,90.0,1,1125,4.81
city scrape,40.4032,-3.69777,Private room in rental unit,Private room,1,1.0,1.0,81.0,1,1125,4.62
city scrape,40.47054,-3.68104,Private room in rental unit,Private room,1,1.0,1.0,49.0,1,2,4.9
city scrape,40.40339,-3.69393,Private room in rental unit,Private room,2,1.0,2.0,49.0,5,30,4.86
city scrape,40.4163,-3.70046,Entire condo,Entire home/apt,5,2.0,3.0,172.0,2,1125,4.53
city scrape,40.39236,-3.69462,Entire rental unit,Entire home/apt,4,2.0,3.0,118.0,3,60,4.7
city scrape,40.41536,-3.70881,Entire rental unit,Entire home/apt,4,1.0,1.0,180.0,4,1125,4.97
city scrape,40.4106,-3.70254,Private room in rental unit,Private room,4,1.0,1.0,68.0,2,99,4.85
city scrape,40.43044,-3.6537,Entire rental unit,Entire home/apt,2,1.0,1.0,58.0,5,1125,4.83
city scrape,40.44349,-3.67322,Private room in rental unit,Private room,1,1.0,1.0,27.0,15,60,4.96
city scrape,40.42506,-3.70752,Entire rental unit,Entire home/apt,3,1.0,1.0,91.0,7,33,4.65
city scrape,40.41682,-3.70233,Entire rental unit,Entire home/apt,5,2.0,2.0,118.0,2,90,4.49
city scrape,40.44293,-3.67068,Entire rental unit,Entire home/apt,2,1.0,1.0,76.0,2,1125,4.75
city scrape,40.42065,-3.69905,Entire rental unit,Entire home/apt,2,1.0,1.0,76.0,3,1125,4.77
city scrape,40.41859,-3.70528,Private room in rental unit,Private room,2,1.0,1.0,44.0,2,1125,4.62
city scrape,40.42116,-3.70157,Entire rental unit,Entire home/apt,4,2.0,2.0,120.0,2,1125,4.73
city scrape,40.39877,-3.69426,Entire rental unit,Entire home/apt,3,1.0,2.0,58.0,3,60,4.62
previous scrape,40.41012,-3.69828,Entire rental unit,Entire home/apt,4,1.0,2.0,86.0,2,28,4.86
city scrape,40.42617,-3.64297,Private room in rental unit,Private room,1,1.0,1.0,36.0,2,1125,4.63
city scrape,40.41568,-3.70486,Private room in rental unit,Private room,2,1.0,1.0,46.0,7,360,4.82
previous scrape,40.41113,-3.70364,Private room in floor,Private room,2,1.0,1.0,26.0,4,1125,4.62
city scrape,40.42117,-3.69746,Entire rental unit,Entire home/apt,2,1.0,3.0,94.0,3,1125,4.63
city scrape,40.42394,-3.70396,Entire rental unit,Entire home/apt,3,1.0,2.0,55.0,2,90,4.62
city scrape,40.41187,-3.69662,Entire loft,Entire home/apt,2,1.0,1.0,145.0,2,1000,4.81
city scrape,40.43131,-3.69918,Entire rental unit,Entire home/apt,2,1.0,1.0,79.0,3,1125,4.5
city scrape,40.38533,-3.71209,Private room in rental unit,Private room,1,1.0,1.0,30.0,28,1125,4.93
city scrape,40.42781,-3.61522,Private room in rental unit,Private room,2,1.0,1.0,31.0,10,1000,4.5
city scrape,40.40672,-3.69915,Entire condo,Entire home/apt,2,1.0,1.0,63.0,1,1125,4.6
city scrape,40.41884,-3.702,Entire rental unit,Entire home/apt,3,1.0,1.0,116.0,2,90,4.64
previous scrape,40.41697,-3.70949,Private room in rental unit,Private room,2,1.0,1.0,32.0,3,15,4.87
city scrape,40.41474,-3.70744,Entire rental unit,Entire home/apt,2,1.0,1.0,95.0,1,365,4.77
city scrape,40.44033,-3.61872,Entire rental unit,Entire home/apt,4,2.0,4.0,85.0,2,1125,4.75
city scrape,40.40441,-3.69717,Entire rental unit,Entire home/apt,4,2.0,2.0,62.0,15,1125,4.5
city scrape,40.42607,-3.70402,Entire condo,Entire home/apt,4,1.0,2.0,107.0,3,1125,4.82
city scrape,40.41697,-3.70505,Entire rental unit,Entire home/apt,6,2.0,5.0,130.0,3,1125,4.82
city scrape,40.4091847,-3.7112316,Private room in casa particular,Private room,1,1.0,1.0,40.0,2,7,5.0
city scrape,40.41666,-3.70222,Entire rental unit,Entire home/apt,3,1.0,2.0,111.0,3,1125,4.73
city scrape,40.40776,-3.71747,Entire rental unit,Entire home/apt,2,1.0,1.0,160.0,2,1125,4.6
city scrape,40.4374885559082,-3.6986610889434814,Entire rental unit,Entire home/apt,2,1.0,1.0,121.0,2,1125,4.82
city scrape,40.39518,-3.69349,Entire rental unit,Entire home/apt,6,3.0,3.0,130.0,30,1125,4.76
city scrape,40.4217,-3.704667,Entire rental unit,Entire home/apt,4,1.0,2.0,95.0,1,1124,4.3
city scrape,40.41555,-3.69955,Entire rental unit,Entire home/apt,4,1.0,2.0,123.0,2,1125,4.73
city scrape,40.43048,-3.70169,Private room in rental unit,Private room,2,1.0,1.0,48.0,2,1125,4.91
city scrape,40.41464,-3.70134,Entire rental unit,Entire home/apt,6,2.0,4.0,125.0,4,1125,4.67
city scrape,40.42803,-3.67591,Entire rental unit,Entire home/apt,3,2.0,2.0,89.0,2,1125,4.89
city scrape,40.41677,-3.70241,Entire rental unit,Entire home/apt,4,1.0,2.0,121.0,1,1125,4.75
city scrape,40.4217,-3.704668,Entire rental unit,Entire home/apt,4,1.0,2.0,99.0,1,1124,4.29
city scrape,40.41746,-3.70646,Entire loft,Entire home/apt,5,2.0,3.0,95.0,2,140,4.38
previous scrape,40.42562,-3.69878,Entire rental unit,Entire home/apt,4,1.0,1.0,72.0,1,40,4.61
city scrape,40.4269,-3.71367,Entire rental unit,Entire home/apt,2,1.0,1.0,116.0,1,1125,4.84
city scrape,40.40564,-3.65427,Entire rental unit,Entire home/apt,6,3.0,3.0,119.0,3,1125,4.83
city scrape,40.41466,-3.70115,Entire rental unit,Entire home/apt,2,1.0,1.0,109.0,3,30,4.89
city scrape,40.40558,-3.69366,Private room in rental unit,Private room,2,1.0,1.0,30.0,2,30,4.78
previous scrape,40.42545,-3.70078,Entire rental unit,Entire home/apt,4,2.0,3.0,79.0,30,1125,4.87
city scrape,40.42498,-3.70893,Entire rental unit,Entire home/apt,4,1.0,3.0,110.0,3,1125,4.66
city scrape,40.41239,-3.71197,Entire rental unit,Entire home/apt,2,1.0,1.0,121.0,2,1125,4.73
city scrape,40.40648,-3.70429,Private room in rental unit,Private room,2,1.0,1.0,36.0,3,1125,4.92
city scrape,40.39963,-3.69485,Private room in rental unit,Private room,2,1.0,1.0,39.0,2,14,4.8
city scrape,40.42239,-3.70986,Entire rental unit,Entire home/apt,4,1.0,1.0,88.0,2,1125,4.66
city scrape,40.41688,-3.70384,Entire rental unit,Entire home/apt,5,2.0,2.0,121.0,2,90,4.48
city scrape,40.42055,-3.71043,Entire rental unit,Entire home/apt,2,1.0,1.0,75.0,2,120,4.69
city scrape,40.42806,-3.71993,Entire rental unit,Entire home/apt,4,2.0,1.0,74.0,30,365,5.0
previous scrape,40.4124,-3.71344,Entire rental unit,Entire home/apt,4,2.0,4.0,100.0,2,7,4.4
city scrape,40.42785,-3.69698,Private room in rental unit,Private room,2,1.0,1.0,60.0,2,60,4.8
city scrape,40.42409,-3.6671,Entire rental unit,Entire home/apt,3,1.0,1.0,105.0,6,1125,4.83
city scrape,40.42264,-3.6667,Entire rental unit,Entire home/apt,3,1.0,1.0,105.0,6,1125,4.61
city scrape,40.41535,-3.7101,Entire rental unit,Entire home/apt,3,1.0,2.0,55.0,3,1125,4.72
city scrape,40.40981,-3.70444,Entire rental unit,Entire home/apt,4,1.0,2.0,79.0,4,1125,4.44
city scrape,40.42809,-3.70396,Private room in rental unit,Private room,3,1.0,3.0,26.0,6,90,4.8
city scrape,40.41142,-3.70903,Private room in rental unit,Private room,1,1.0,1.0,38.0,1,1125,4.7
city scrape,40.41076,-3.69967,Entire rental unit,Entire home/apt,3,1.0,2.0,67.0,2,1125,4.35
previous scrape,40.43981,-3.68089,Entire rental unit,Entire home/apt,7,2.0,4.0,156.0,2,1125,4.73
city scrape,40.42069,-3.6777,Entire rental unit,Entire home/apt,6,2.0,4.0,139.0,2,1125,4.65
city scrape,40.42703,-3.7041,Entire rental unit,Entire home/apt,4,2.0,2.0,100.0,17,1112,4.85
city scrape,40.43831,-3.69859,Entire rental unit,Entire home/apt,5,2.0,3.0,109.0,2,27,4.58
city scrape,40.44656,-3.66016,Entire rental unit,Entire home/apt,3,2.0,2.0,90.0,7,30,4.87
previous scrape,40.41784,-3.69943,Entire rental unit,Entire home/apt,1,1.0,1.0,85.0,180,180,5.0
city scrape,40.4034,-3.60575,Entire loft,Entire home/apt,4,1.0,3.0,47.0,2,1125,4.62
previous scrape,40.41312,-3.69776,Entire rental unit,Entire home/apt,3,2.0,2.0,48.0,2,30,4.0
city scrape,40.41495,-3.70061,Entire rental unit,Entire home/apt,4,1.0,1.0,91.0,4,1125,4.69
city scrape,40.40752,-3.69284,Entire rental unit,Entire home/apt,4,2.0,3.0,105.0,3,1125,4.57
city scrape,40.422798,-3.703129,Entire rental unit,Entire home/apt,5,2.0,3.0,130.0,1,1124,4.34
city scrape,40.41014,-3.70096,Entire rental unit,Entire home/apt,2,1.0,1.0,96.0,3,4,4.8
city scrape,40.4926,-3.65542,Private room in rental unit,Private room,2,1.0,1.0,39.0,2,7,4.89
previous scrape,40.41156,-3.70848,Entire rental unit,Entire home/apt,4,1.0,2.0,68.0,3,1125,4.7
city scrape,40.417042,-3.709589,Entire rental unit,Entire home/apt,3,1.0,2.0,75.0,1,1125,4.9
previous scrape,40.42186,-3.70158,Entire rental unit,Entire home/apt,2,1.0,1.0,54.0,3,1125,4.47
city scrape,40.40872,-3.70761,Entire rental unit,Entire home/apt,2,1.0,1.0,69.0,3,1125,4.54
previous scrape,40.41106,-3.71315,Entire loft,Entire home/apt,10,1.0,1.0,120.0,1,1,4.61
previous scrape,40.425,-3.70581,Entire rental unit,Entire home/apt,2,1.0,1.0,63.0,3,90,4.57
city scrape,40.40819,-3.69989,Entire loft,Entire home/apt,5,1.0,2.0,69.0,3,60,4.38
city scrape,40.4152,-3.70429,Entire rental unit,Entire home/apt,4,1.0,2.0,102.0,1,1125,4.6
city scrape,40.4204,-3.69744,Entire loft,Entire home/apt,4,1.0,2.0,89.0,1,1125,4.85
city scrape,40.43343,-3.66007,Entire vacation home,Entire home/apt,4,2.0,4.0,80.0,2,40,5.0
city scrape,40.413128,-3.713299,Entire rental unit,Entire home/apt,4,1.0,2.0,107.0,1,365,4.73
city scrape,40.4282,-3.704,Private room in rental unit,Private room,2,1.0,1.0,24.0,6,90,4.54
city scrape,40.4183,-3.69848,Private room in rental unit,Private room,1,1.0,1.0,28.0,45,365,4.69
city scrape,40.43063,-3.71021,Entire rental unit,Entire home/apt,2,1.0,1.0,160.0,4,40,4.75
previous scrape,40.40489,-3.69532,Entire rental unit,Entire home/apt,4,2.0,2.0,61.0,4,25,4.92
city scrape,40.42785,-3.70102,Entire rental unit,Entire home/apt,2,1.0,1.0,97.0,10,56,4.74
city scrape,40.46396,-3.68005,Entire condo,Entire home/apt,2,1.0,1.0,108.0,1,90,4.55
city scrape,40.41661,-3.70548,Entire rental unit,Entire home/apt,3,1.0,2.0,119.0,2,40,4.88
city scrape,40.426422819684575,-3.701529517787456,Entire rental unit,Entire home/apt,3,1.0,2.0,133.0,1,365,4.33
city scrape,40.42318,-3.70166,Entire rental unit,Entire home/apt,2,1.0,1.0,68.0,2,360,4.65
city scrape,40.41648,-3.70482,Entire rental unit,Entire home/apt,2,1.0,1.0,125.0,2,30,4.87
city scrape,40.4346,-3.69136,Private room in rental unit,Private room,2,1.0,1.0,125.0,2,30,5.0
city scrape,40.41343,-3.69733,Entire rental unit,Entire home/apt,2,1.0,2.0,60.0,7,365,4.7
city scrape,40.40955,-3.71055,Entire rental unit,Entire home/apt,3,1.0,2.0,59.0,90,1125,4.69
city scrape,40.43817,-3.69863,Private room in rental unit,Private room,1,1.0,1.0,47.0,1,5,4.86
city scrape,40.40769,-3.70653,Entire loft,Entire home/apt,4,1.0,2.0,84.0,2,1125,4.6
city scrape,40.42055,-3.70332,Entire rental unit,Entire home/apt,2,1.0,1.0,85.0,3,1125,4.51
previous scrape,40.43068,-3.7008,Entire rental unit,Entire home/apt,4,2.0,2.0,60.0,1,1125,3.0
city scrape,40.42339324951172,-3.706552982330322,Entire rental unit,Entire home/apt,3,1.0,1.0,94.0,4,1125,4.75
city scrape,40.43951,-3.6993,Entire rental unit,Entire home/apt,4,1.0,2.0,150.0,2,1125,4.85
city scrape,40.41862,-3.70474,Private room in rental unit,Private room,2,1.0,1.0,43.0,2,1125,4.57
city scrape,40.42187,-3.69876,Entire rental unit,Entire home/apt,2,1.0,1.0,89.0,6,10,4.53
city scrape,40.40498,-3.7006,Entire home,Entire home/apt,6,2.0,4.0,122.0,2,20,4.54
city scrape,40.42176,-3.7024,Entire rental unit,Entire home/apt,6,2.0,3.0,171.0,2,1124,4.69
city scrape,40.422,-3.70445,Entire rental unit,Entire home/apt,2,1.0,2.0,67.0,2,1125,4.66
city scrape,40.42755,-3.70255,Private room in rental unit,Private room,1,1.0,1.0,22.0,15,30,4.45
city scrape,40.42333,-3.69957,Entire rental unit,Entire home/apt,2,1.0,1.0,103.0,3,200,4.9
previous scrape,40.42456,-3.696,Entire rental unit,Entire home/apt,2,1.0,1.0,120.0,4,1125,5.0
city scrape,40.40805,-3.70113,Entire rental unit,Entire home/apt,4,2.0,2.0,88.0,7,33,4.66
city scrape,40.44282,-3.68077,Private room in home,Private room,2,1.0,2.0,31.0,7,1125,4.89
city scrape,40.41464,-3.70822,Entire rental unit,Entire home/apt,2,1.0,1.0,156.0,2,15,5.0
city scrape,40.41837,-3.69843,Private room in rental unit,Private room,1,1.0,1.0,25.0,45,365,4.57
city scrape,40.42448,-3.70263,Entire rental unit,Entire home/apt,6,3.0,4.0,89.0,2,140,4.5
city scrape,40.424095,-3.709137,Entire rental unit,Entire home/apt,5,1.0,3.0,107.0,1,1125,4.32
city scrape,40.42155,-3.70451,Entire rental unit,Entire home/apt,4,1.0,2.0,89.0,3,365,4.34
city scrape,40.41143,-3.70912,Private room in rental unit,Private room,2,1.0,1.0,40.0,1,1125,4.54
previous scrape,40.40775,-3.7059,Entire rental unit,Entire home/apt,4,1.0,2.0,51.0,3,30,4.74
city scrape,40.41614,-3.69575,Private room in rental unit,Private room,5,1.0,4.0,106.0,1,21,4.64
previous scrape,40.42198,-3.70901,Entire rental unit,Entire home/apt,2,1.0,1.0,65.0,14,90,4.87
city scrape,40.42129,-3.68397,Entire rental unit,Entire home/apt,2,1.0,1.0,131.0,1,365,4.65
city scrape,40.421349,-3.706204,Entire rental unit,Entire home/apt,9,3.0,5.0,238.0,1,1125,4.19
city scrape,40.40441,-3.70095,Private room in condo,Private room,1,1.0,1.0,32.0,2,1125,4.5
city scrape,40.40108,-3.69683,Entire rental unit,Entire home/apt,2,1.0,1.0,57.0,2,1125,4.8
city scrape,40.41256713867188,-3.70920205116272,Entire rental unit,Entire home/apt,2,1.0,1.0,80.0,3,1125,4.85
city scrape,40.411968,-3.695372,Private room in rental unit,Private room,2,1.0,1.0,81.0,2,1125,4.78
previous scrape,40.43271,-3.66726,Entire rental unit,Entire home/apt,4,2.0,3.0,93.0,3,1125,4.96
city scrape,40.42333,-3.7066,Private room in home,Private room,2,1.0,1.0,29.0,1,15,4.62
previous scrape,40.40155,-3.67772,Entire rental unit,Entire home/apt,2,1.0,1.0,56.0,4,10,4.71
city scrape,40.41047,-3.7089,Entire rental unit,Entire home/apt,2,2.0,2.0,89.0,3,1125,4.44
city scrape,40.40847,-3.72231,Private room in rental unit,Private room,1,1.0,1.0,36.0,7,150,4.93
city scrape,40.42259,-3.7030465,Entire rental unit,Entire home/apt,3,1.0,2.0,83.0,3,1123,4.44
city scrape,40.42363,-3.70076,Entire rental unit,Entire home/apt,4,2.0,2.0,162.0,4,1125,4.86
city scrape,40.42466,-3.70591,Private room in rental unit,Private room,2,1.0,1.0,48.0,2,1125,4.71
city scrape,40.41012,-3.71149,Entire rental unit,Entire home/apt,4,2.0,2.0,138.0,1,60,4.77
previous scrape,40.43492,-3.704,Entire rental unit,Entire home/apt,4,3.0,3.0,115.0,3,1125,3.83
city scrape,40.42648783701088,-3.700032817445504,Entire rental unit,Entire home/apt,4,1.0,2.0,148.0,1,365,4.33
previous scrape,40.43597,-3.70842,Private room in rental unit,Private room,2,1.0,1.0,100.0,3,365,4.78
city scrape,40.40546,-3.6901,Entire rental unit,Entire home/apt,4,2.0,3.0,133.0,3,1000,4.62
city scrape,40.46919,-3.7249,Private room in rental unit,Private room,1,1.0,1.0,30.0,7,1125,4.88
city scrape,40.42484,-3.70708,Entire rental unit,Entire home/apt,8,2.0,5.0,224.0,4,90,4.46
city scrape,40.4509,-3.68718,Private room in home,Private room,1,1.0,1.0,30.0,5,1125,4.92
previous scrape,40.42787,-3.69966,Entire loft,Entire home/apt,4,2.0,2.0,90.0,2,1125,4.56
city scrape,40.40967178344727,-3.70320200920105,Entire rental unit,Entire home/apt,2,1.0,1.0,91.0,3,1125,4.76
city scrape,40.41663,-3.70405,Entire rental unit,Entire home/apt,4,1.0,2.0,120.0,2,1125,4.83
city scrape,40.40549,-3.68245,Private room in rental unit,Private room,1,1.0,1.0,46.0,3,364,4.77
city scrape,40.41142,-3.71047,Entire rental unit,Entire home/apt,5,3.0,4.0,195.0,1,181,4.83
city scrape,40.42513,-3.70462,Entire rental unit,Entire home/apt,5,2.0,3.0,75.0,5,1125,4.53
city scrape,40.42593,-3.69759,Private room in rental unit,Private room,2,1.0,1.0,52.0,2,1125,4.88
previous scrape,40.42441,-3.70782,Private room in rental unit,Private room,1,1.0,3.0,36.0,6,50,4.0
