source,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_rating
city scrape,40.42421122602407,-3.6538175789053087,Entire rental unit,Entire home/apt,4,2.0,3.0,37.0,2,60,4.22
city scrape,40.39768,-3.69415,Entire rental unit,Entire home/apt,4,2.0,2.0,141.0,1,1125,4.25
city scrape,40.45463153690291,-3.658803406286484,Entire rental unit,Entire home/apt,4,1.0,1.0,104.0,1,365,4.0
city scrape,40.45494310853604,-3.658465546512784,Entire rental unit,Entire home/apt,4,1.0,1.0,103.0,1,365,3.67
city scrape,40.45449429459403,-3.6587838809405935,Entire rental unit,Entire home/apt,4,1.0,1.0,101.0,1,365,4.78
city scrape,40.42041480357664,-3.702139988360595,Entire rental unit,Entire home/apt,4,1.0,2.0,117.0,1,365,4.92
city scrape,40.41142935200939,-3.6984436400271554,Entire rental unit,Entire home/apt,10,4.0,8.0,245.0,1,365,4.92
city scrape,40.38350042597166,-3.7099024128864975,Private room in rental unit,Private room,1,1.0,1.0,26.0,1,1125,4.67
city scrape,40.41924625732879,-3.698507122747112,Entire rental unit,Entire home/apt,4,1.0,2.0,109.0,2,365,4.5
city scrape,40.40961396572039,-3.707407819869427,Entire rental unit,Entire home/apt,7,3.0,3.0,132.0,1,1125,4.17
city scrape,40.4115127,-3.7137619,Entire rental unit,Entire home/apt,3,1.0,1.0,68.0,7,1125,5.0
city scrape,40.43419,-3.69822,Private room in home,Private room,1,1.0,1.0,33.0,15,45,5.0
city scrape,40.44559953669016,-3.66369781042336,Entire rental unit,Entire home/apt,4,1.0,2.0,80.0,1,1125,5.0
city scrape,40.4092314,-3.6999772,Entire rental unit,Entire home/apt,4,1.0,2.0,158.0,1,1125,4.0
city scrape,40.4254676,-3.7037674,Entire rental unit,Entire home/apt,7,3.0,5.0,223.0,1,1125,5.0
city scrape,40.38876948593572,-3.650232550288313,Private room in rental unit,Private room,1,1.0,1.0,26.0,1,365,5.0
city scrape,40.39516411101832,-3.6691799652760735,Private room in rental unit,Private room,3,1.0,2.0,58.0,2,33,5.0
city scrape,40.40909684196891,-3.701276078368021,Entire rental unit,Entire home/apt,4,2.0,2.0,150.0,1,365,5.0
city scrape,40.35140105178036,-3.6831921593546415,Private room in condo,Private room,2,1.0,1.0,43.0,1,365,5.0
city scrape,40.43061920157164,-3.677018710892996,Entire rental unit,Entire home/apt,6,2.0,3.0,163.0,3,1125,5.0
city scrape,40.42212012963306,-3.701756406788326,Entire rental unit,Entire home/apt,4,1.0,2.0,142.0,1,365,5.0
city scrape,40.42240213920033,-3.700554243346753,Entire rental unit,Entire home/apt,6,3.0,4.0,180.0,1,365,4.14
city scrape,40.42241449902937,-3.6888691815626538,Entire rental unit,Entire home/apt,2,2.0,2.0,139.0,4,300,5.0
city scrape,40.425942448318594,-3.652092186008977,Private room in rental unit,Private room,2,1.0,1.0,25.0,2,60,3.78
city scrape,40.47137969248562,-3.5902730619018475,Private room in rental unit,Private room,2,1.0,1.0,43.0,1,365,5.0
city scrape,40.4234113,-3.700145199999999,Entire serviced apartment,Entire home/apt,4,1.0,2.0,74.0,1,365,4.5
city scrape,40.42654,-3.70226,Entire rental unit,Entire home/apt,4,1.0,2.0,76.0,1,365,4.57
city scrape,40.43093,-3.69989,Entire rental unit,Entire home/apt,4,2.0,2.0,120.0,2,365,5.0
city scrape,40.48939416930586,-3.650182955846976,Private room in rental unit,Private room,1,1.0,1.0,44.0,1,4,5.0
city scrape,40.41073590457948,-3.7073517373783433,Entire rental unit,Entire home/apt,6,2.0,4.0,174.0,2,365,4.67
city scrape,40.396825894245445,-3.65984603142066,Private room in rental unit,Private room,1,1.0,1.0,24.0,1,365,4.67
city scrape,40.42455249902847,-3.708470093997263,Entire rental unit,Entire home/apt,4,2.0,2.0,150.0,2,1125,4.67
city scrape,40.418196017301696,-3.671877750409233,Private room in rental unit,Private room,2,1.0,3.0,49.0,2,4,5.0
city scrape,40.4726818,-3.6897957,Entire rental unit,Entire home/apt,2,1.0,1.0,121.0,1,365,5.0
previous scrape,40.41078017996861,-3.7009366013316938,Private room in rental unit,Private room,2,1.0,1.0,65.0,2,15,5.0
city scrape,40.4128599,-3.7192906,Entire serviced apartment,Entire home/apt,2,1.0,1.0,79.0,2,28,4.75
city scrape,40.41574695196572,-3.711592461376949,Entire condo,Entire home/apt,4,2.0,2.0,150.0,2,90,5.0
city scrape,40.413428028824185,-3.704287664790568,Entire rental unit,Entire home/apt,3,1.0,1.0,81.0,3,180,5.0
city scrape,40.40917803561921,-3.710833424553388,Entire rental unit,Entire home/apt,2,1.0,1.0,72.0,1,365,4.2
city scrape,40.4109069589637,-3.6984137024480206,Private room in rental unit,Private room,1,1.0,1.0,25.0,2,65,3.0
city scrape,40.40860199999999,-3.7063491,Entire rental unit,Entire home/apt,3,1.0,1.0,95.0,3,1125,5.0
city scrape,40.428191421243085,-3.706967480405497,Private room in rental unit,Private room,2,1.0,1.0,33.0,2,365,4.45
city scrape,40.42664284256988,-3.708946166217953,Private room in rental unit,Private room,2,1.0,1.0,34.0,2,365,4.4
city scrape,40.42768933810615,-3.7071720626865377,Private room in rental unit,Private room,2,1.0,1.0,35.0,2,365,4.89
city scrape,40.40222265762648,-3.6904456932157137,Entire rental unit,Entire home/apt,2,1.0,1.0,87.0,7,365,5.0
city scrape,40.43849939923457,-3.627383994429257,Entire rental unit,Entire home/apt,4,1.0,2.0,88.0,1,365,4.33
city scrape,40.39624084669757,-3.6971568753547537,Private room in casa particular,Private room,1,1.0,1.0,59.0,1,8,5.0
city scrape,40.42340840380252,-3.698862640245184,Entire rental unit,Entire home/apt,6,3.0,4.0,82.0,2,365,3.67
city scrape,40.4094126,-3.7115033,Entire rental unit,Entire home/apt,4,1.0,1.0,55.0,2,365,5.0
city scrape,40.42115231219496,-3.702863641083241,Private room in rental unit,Private room,2,1.0,1.0,37.0,1,1125,5.0
city scrape,40.42791061005616,-3.65819413214922,Entire rental unit,Entire home/apt,5,2.0,3.0,216.0,1,365,1.0
city scrape,40.39943831085698,-3.640606354381892,Private room in rental unit,Private room,1,1.0,1.0,29.0,1,15,5.0
city scrape,40.4039590679382,-3.693228815339645,Entire rental unit,Entire home/apt,4,2.0,3.0,73.0,3,365,4.0
city scrape,40.47424322245234,-3.628901930516044,Entire rental unit,Entire home/apt,4,1.0,2.0,89.0,1,1125,5.0
city scrape,40.42756842196629,-3.707029392484402,Private room in rental unit,Private room,4,1.0,3.0,35.0,2,365,4.57
city scrape,40.43391362843746,-3.642787188291549,Entire rental unit,Entire home/apt,4,2.0,2.0,168.0,2,365,4.0
previous scrape,40.40635896303903,-3.713437440199827,Entire rental unit,Entire home/apt,4,2.0,3.0,120.0,2,365,5.0
city scrape,40.47805779999999,-3.6618865,Private room in rental unit,Private room,1,1.0,1.0,31.0,1,365,4.8
city scrape,40.41505,-3.70431,Entire rental unit,Entire home/apt,4,1.0,1.0,76.0,3,30,4.5
city scrape,40.43889202556114,-3.69584871126876,Entire rental unit,Entire home/apt,2,1.0,1.0,66.0,3,15,4.67
previous scrape,40.33915303496095,-3.687437292144488,Private room in home,Private room,2,2.0,2.0,26.0,1,365,4.2
city scrape,40.45862,-3.66047,Entire rental unit,Entire home/apt,4,2.0,2.0,125.0,30,95,5.0
city scrape,40.4053416,-3.735035,Private room in rental unit,Private room,2,1.0,1.0,49.0,1,14,5.0
city scrape,40.427434434283526,-3.674861167977363,Entire serviced apartment,Entire home/apt,2,1.0,3.0,73.0,6,30,4.5
city scrape,40.42775520111142,-3.6336981162552737,Private room in casa particular,Private room,2,1.0,2.0,35.0,1,365,5.0
city scrape,40.40992175475565,-3.711990998918929,Entire rental unit,Entire home/apt,9,4.0,5.0,192.0,1,1125,4.67
city scrape,40.39192337221363,-3.670076574825521,Private room in rental unit,Private room,1,1.0,1.0,38.0,1,1125,5.0
city scrape,40.4225757,-3.696813999999999,Entire rental unit,Entire home/apt,5,3.0,3.0,235.0,2,365,5.0
city scrape,40.4109408,-3.7036743,Entire rental unit,Entire home/apt,3,1.0,1.0,70.0,23,365,5.0
city scrape,40.42797074844179,-3.664535558474935,Entire rental unit,Entire home/apt,3,2.0,2.0,89.0,2,365,4.4
city scrape,40.42574841864088,-3.62999058469581,Private room in rental unit,Private room,2,1.0,2.0,32.0,1,365,4.82
city scrape,40.43821718022174,-3.6750586268090766,Entire rental unit,Entire home/apt,4,1.0,2.0,70.0,2,38,4.5
city scrape,40.416478991878805,-3.6741931459315103,Entire rental unit,Entire home/apt,4,1.0,2.0,134.0,1,365,4.83
city scrape,40.39142548941596,-3.662791103124618,Private room in rental unit,Private room,1,1.0,1.0,20.0,1,120,5.0
city scrape,40.41995918974772,-3.675463497368728,Entire rental unit,Entire home/apt,5,2.0,3.0,116.0,2,365,4.4
city scrape,40.45871616456101,-3.700133910237109,Entire rental unit,Entire home/apt,4,1.0,2.0,77.0,2,365,5.0
city scrape,40.39561607040714,-3.663145692680768,Entire rental unit,Entire home/apt,4,2.0,3.0,89.0,3,15,4.75
city scrape,40.408760216775605,-3.70716641981994,Entire rental unit,Entire home/apt,4,1.0,2.0,78.0,1,365,4.0
city scrape,40.3951327,-3.7348352,Private room in rental unit,Private room,2,1.0,1.0,58.0,3,90,5.0
city scrape,40.4469951,-3.6163297,Entire rental unit,Entire home/apt,4,2.0,2.0,85.0,1,1125,5.0
city scrape,40.4205221,-3.716922099999999,Entire rental unit,Entire home/apt,3,1.0,1.0,72.0,2,365,5.0
city scrape,40.41114194175538,-3.7035751338684086,Private room in rental unit,Private room,2,1.0,1.0,74.0,2,1125,4.6
city scrape,40.40808856414567,-3.7129066144524048,Entire rental unit,Entire home/apt,5,2.0,3.0,118.0,1,1125,5.0
city scrape,40.41092781212178,-3.712824842452912,Entire rental unit,Entire home/apt,5,2.0,3.0,125.0,1,1125,4.6
previous scrape,40.39398059651931,-3.759501334135524,Private room in rental unit,Private room,2,1.0,1.0,13.0,1,1,5.0
city scrape,40.39416749999999,-3.7391165,Private room in rental unit,Private room,2,1.0,1.0,66.0,1,365,4.5
city scrape,40.42286932018813,-3.6250279912774817,Entire rental unit,Entire home/apt,4,2.0,2.0,86.0,3,365,4.0
city scrape,40.49255261896149,-3.693521329840935,Entire rental unit,Entire home/apt,6,3.0,4.0,75.0,2,180,5.0
city scrape,40.40826938161696,-3.7050774256522585,Entire rental unit,Entire home/apt,4,2.0,3.0,108.0,4,365,5.0
city scrape,40.41091300360955,-3.707521452629957,Entire rental unit,Entire home/apt,8,4.0,4.0,139.0,1,1125,5.0
city scrape,40.40809,-3.70324,Private room in rental unit,Private room,2,1.0,1.0,45.0,3,21,5.0
city scrape,40.41192558858842,-3.706980316721312,Entire rental unit,Entire home/apt,3,1.0,2.0,72.0,3,14,4.4
city scrape,40.43832790861464,-3.6746886884600185,Entire rental unit,Entire home/apt,4,1.0,2.0,77.0,2,28,4.63
city scrape,40.4236385,-3.7042295,Private room in rental unit,Private room,1,1.0,1.0,25.0,2,5,5.0
city scrape,40.41080659571181,-3.696074448205597,Entire rental unit,Entire home/apt,2,1.0,1.0,63.0,90,365,4.0
city scrape,40.4062122693768,-3.6956934223016726,Entire rental unit,Entire home/apt,5,2.0,3.0,127.0,1,365,4.89
city scrape,40.43414237680646,-3.703760487448291,Entire rental unit,Entire home/apt,2,1.0,1.0,115.0,28,365,5.0
city scrape,40.43396441642594,-3.7026067947446193,Entire rental unit,Entire home/apt,2,1.0,1.0,121.0,28,365,5.0
city scrape,40.4183485474097,-3.6987983842924352,Entire rental unit,Entire home/apt,6,2.0,3.0,146.0,1,1125,4.0
city scrape,40.39416749999999,-3.7391165,Private room in rental unit,Private room,3,1.0,3.0,108.0,1,365,5.0
city scrape,40.423199705870914,-3.68905328622683,Entire rental unit,Entire home/apt,6,1.0,5.0,120.0,3,29,4.0
city scrape,40.38092,-3.77425,Entire rental unit,Entire home/apt,6,3.0,3.0,68.0,1,1125,4.8
city scrape,40.4089924,-3.7097371,Entire rental unit,Entire home/apt,4,1.0,4.0,108.0,2,14,4.5
city scrape,40.41037614234726,-3.705438772806129,Entire rental unit,Entire home/apt,6,1.0,2.0,120.0,2,365,5.0
city scrape,40.42923932963578,-3.647300993065549,Entire rental unit,Entire home/apt,4,1.0,2.0,73.0,2,365,5.0
city scrape,40.4437708,-3.5823827,Entire rental unit,Entire home/apt,4,1.0,1.0,68.0,1,1125,4.5
city scrape,40.423825030921485,-3.694253386552756,Entire rental unit,Entire home/apt,4,1.0,2.0,93.0,2,365,4.0
city scrape,40.4445815,-3.7012327,Entire rental unit,Entire home/apt,8,4.0,4.0,186.0,1,365,3.5
city scrape,40.39282671275579,-3.7386202288085744,Private room in rental unit,Private room,5,1.0,5.0,169.0,1,365,4.0
city scrape,40.412804054148594,-3.727186646683169,Private room in rental unit,Private room,2,1.0,1.0,30.0,1,1125,5.0
city scrape,40.39569867450227,-3.6986753671389687,Entire rental unit,Entire home/apt,4,1.0,2.0,65.0,2,365,5.0
city scrape,40.40981259229114,-3.5527860016708743,Private room in rental unit,Private room,2,1.0,1.0,50.0,1,365,4.33
city scrape,40.4284089468957,-3.629712746690725,Private room in rental unit,Private room,1,1.0,1.0,26.0,1,1125,4.63
city scrape,40.40916664151027,-3.704004357972508,Entire rental unit,Entire home/apt,9,2.0,5.0,116.0,2,365,5.0
city scrape,40.41215333767085,-3.695779521400677,Entire rental unit,Entire home/apt,4,1.0,2.0,100.0,14,1125,5.0
city scrape,40.39416749999999,-3.7391165,Private room in rental unit,Private room,2,1.0,1.0,56.0,1,365,4.0
city scrape,40.404614385651634,-3.6920812528240328,Entire rental unit,Entire home/apt,2,1.0,1.0,95.0,1,365,5.0
city scrape,40.424413827331,-3.7147213021081216,Entire rental unit,Entire home/apt,4,2.0,2.0,151.0,1,365,4.33
city scrape,40.39505,-3.74187,Entire rental unit,Entire home/apt,4,1.0,2.0,136.0,1,365,4.33
city scrape,40.45284590492888,-3.658316202365997,Entire rental unit,Entire home/apt,4,1.0,1.0,104.0,1,365,3.8
city scrape,40.40621,-3.70341,Entire rental unit,Entire home/apt,6,2.0,3.0,108.0,2,365,5.0
city scrape,40.40746786722404,-3.737305126045797,Entire rental unit,Entire home/apt,6,2.0,3.0,133.0,1,365,5.0
city scrape,40.43653603440256,-3.674390330998503,Private room in rental unit,Private room,2,1.0,1.0,30.0,1,1125,5.0
city scrape,40.434625246798255,-3.7041774000107,Entire rental unit,Entire home/apt,3,2.0,2.0,110.0,28,365,5.0
city scrape,40.43535030038783,-3.704312326555265,Entire rental unit,Entire home/apt,3,2.0,2.0,110.0,28,365,5.0
city scrape,40.43201763635631,-3.712745981693414,Entire rental unit,Entire home/apt,2,1.0,1.0,56.0,1,365,4.0
city scrape,40.4093193,-3.7106506,Entire rental unit,Entire home/apt,4,1.0,1.0,143.0,2,1125,5.0
city scrape,40.406176479541045,-3.697192439328107,Entire rental unit,Entire home/apt,5,2.0,4.0,116.0,1,365,5.0
city scrape,40.45569,-3.70707,Entire rental unit,Entire home/apt,4,1.0,2.0,67.0,2,365,3.5
city scrape,40.4093193,-3.7106506,Entire rental unit,Entire home/apt,4,1.0,1.0,162.0,2,365,5.0
city scrape,40.4093193,-3.7106506,Entire rental unit,Entire home/apt,6,2.0,4.0,164.0,2,365,5.0
city scrape,40.47602751815312,-3.6379205466160576,Entire rental unit,Entire home/apt,6,3.0,3.0,120.0,2,365,5.0
city scrape,40.46338,-3.70093,Entire rental unit,Entire home/apt,4,1.0,2.0,84.0,2,365,5.0
city scrape,40.42188,-3.70395,Shared room in rental unit,Shared room,1,1.0,6.0,23.0,1,365,5.0
city scrape,40.39416749999999,-3.7391165,Private room in rental unit,Private room,2,1.0,2.0,53.0,1,365,4.5
city scrape,40.39416749999999,-3.7391165,Private room in rental unit,Private room,3,1.0,3.0,146.0,1,365,3.0
city scrape,40.4097251,-3.7044956,Entire rental unit,Entire home/apt,4,1.0,2.0,109.0,1,1125,4.5
city scrape,40.41114194175538,-3.7035751338684086,Private room in rental unit,Private room,3,1.0,3.0,169.0,1,365,4.0
city scrape,40.411190956141226,-3.7035536761962895,Private room in rental unit,Private room,5,1.0,4.0,176.0,1,365,3.75
city scrape,40.3830104,-3.7272319,Shared room in rental unit,Shared room,1,1.0,1.0,21.0,1,365,5.0
city scrape,40.41115611605424,-3.6968214089864495,Entire rental unit,Entire home/apt,4,2.0,2.0,134.0,2,365,4.75
city scrape,40.4103938,-3.654835599999999,Private room in home,Private room,1,1.0,1.0,66.0,1,365,5.0
city scrape,40.4133341,-3.7030957,Private room in rental unit,Private room,2,1.0,1.0,38.0,2,7,3.5
city scrape,40.34103930724165,-3.676388897001743,Private room in rental unit,Private room,1,1.0,1.0,21.0,2,15,5.0
city scrape,40.3896,-3.69131,Entire rental unit,Entire home/apt,6,2.0,4.0,91.0,2,365,4.67
city scrape,40.41016810918072,-3.7080473298915257,Private room,Private room,1,1.0,1.0,37.0,1,7,5.0
city scrape,40.38096609999999,-3.7315887,Entire rental unit,Entire home/apt,8,4.0,4.0,81.0,2,15,4.5
city scrape,40.40956740359588,-3.707581840657236,Private room in rental unit,Private room,2,1.0,1.0,53.0,1,1125,5.0
city scrape,40.39506189999999,-3.6600068,Entire rental unit,Entire home/apt,2,1.0,1.0,56.0,1,1125,4.9
city scrape,40.408757,-3.7095647,Entire rental unit,Entire home/apt,2,1.0,1.0,92.0,2,28,5.0
city scrape,40.35399,-3.68076,Private room in bed and breakfast,Private room,2,1.0,1.0,35.0,1,365,4.8
city scrape,40.39965432619975,-3.6551300781016383,Private room in rental unit,Private room,2,1.0,1.0,41.0,3,1125,4.0
city scrape,40.41705,-3.6706,Private room in rental unit,Private room,2,1.0,1.0,88.0,1,365,5.0
city scrape,40.47359078756792,-3.6540044733950015,Entire rental unit,Entire home/apt,5,2.0,2.0,75.0,1,10,5.0
city scrape,40.46561,-3.70016,Entire rental unit,Entire home/apt,4,1.0,2.0,116.0,3,365,4.5
city scrape,40.40893183239137,-3.7090060822486928,Entire rental unit,Entire home/apt,5,2.0,2.0,135.0,3,90,5.0
city scrape,40.43987756207181,-3.692856654524803,Entire rental unit,Entire home/apt,5,2.0,2.0,279.0,3,1125,5.0
city scrape,40.4293,-3.7031,Private room in rental unit,Private room,1,1.0,1.0,43.0,1,365,4.0
city scrape,40.410961163153104,-3.723074486518318,Private room in rental unit,Private room,1,1.0,1.0,19.0,4,365,4.67
city scrape,40.39189372872012,-3.661281873925436,Private room in rental unit,Private room,2,1.0,1.0,24.0,1,30,3.67
city scrape,40.4342045323988,-3.655310273385652,Private room in rental unit,Private room,1,1.0,1.0,30.0,1,7,5.0
city scrape,40.42767670003682,-3.703202409308452,Entire rental unit,Entire home/apt,3,2.0,2.0,101.0,1,365,3.75
city scrape,40.39676573133154,-3.732548939384375,Entire rental unit,Entire home/apt,3,2.0,2.0,79.0,3,365,4.25
previous scrape,40.47131709999631,-3.5817703951247646,Entire rental unit,Entire home/apt,6,2.0,4.0,120.0,1,36,4.0
city scrape,40.42197934605857,-3.705144216700205,Entire rental unit,Entire home/apt,4,2.0,2.0,82.0,2,365,4.0
city scrape,40.40237475220521,-3.679536626073024,Private room in rental unit,Private room,1,1.0,1.0,40.0,1,365,5.0
city scrape,40.42410306612934,-3.712902659921794,Entire rental unit,Entire home/apt,5,2.0,4.0,169.0,1,1125,4.63
city scrape,40.38876330528012,-3.705699094433277,Private room in rental unit,Private room,2,1.0,1.0,33.0,1,365,5.0
city scrape,40.39293603848163,-3.740011953771193,Private room in rental unit,Private room,2,1.0,1.0,59.0,1,365,2.0
city scrape,40.419018037366,-3.698101318776861,Entire rental unit,Entire home/apt,4,1.0,1.0,115.0,1,365,4.75
city scrape,40.410541,-3.701603,Entire rental unit,Entire home/apt,4,1.0,3.0,109.0,2,365,4.75
city scrape,40.39367,-3.68572,Entire rental unit,Entire home/apt,2,1.0,1.0,84.0,1,365,5.0
city scrape,40.449925078053454,-3.674934395353216,Entire rental unit,Entire home/apt,4,2.0,2.0,173.0,1,1125,3.0
city scrape,40.39006075783038,-3.6697632223791934,Private room in rental unit,Private room,2,1.0,1.0,10.0,1,30,3.75
city scrape,40.42188,-3.70395,Shared room in rental unit,Shared room,2,1.0,4.0,47.0,1,365,4.0
city scrape,40.43106989996522,-3.706970103085041,Private room in rental unit,Private room,2,1.0,1.0,75.0,2,21,5.0
city scrape,40.40744697717018,-3.715775774210423,Entire rental unit,Entire home/apt,9,3.0,6.0,265.0,1,365,5.0
city scrape,40.42058554777543,-3.716880841268814,Entire rental unit,Entire home/apt,4,1.0,3.0,82.0,2,1125,5.0
city scrape,40.41757169053879,-3.710493588452517,Entire rental unit,Entire home/apt,3,1.0,1.0,150.0,3,365,4.4
city scrape,40.4139978,-3.6967562,Entire rental unit,Entire home/apt,4,2.0,2.0,266.0,3,365,5.0
